"Model","SerialNumber","Size","PNPDeviceID"
"VendorCo ProductCode USB Device","4140621173264166078","62906941440","USBSTOR\DISK&VEN_VENDORCO&PROD_PRODUCTCODE&REV_2.00\4140621173264166078&0"
