"TimeCreated","Id","LevelDisplayName","Message"
"31-10-2025 11:35:16 AM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"31-10-2025 11:35:16 AM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"31-10-2025 11:35:16 AM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"31-10-2025 11:35:16 AM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"31-10-2025 11:34:32 AM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"30-10-2025 07:18:18 PM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"30-10-2025 07:17:58 PM","40","Information","Session 1 has been disconnected, reason code 26"
"30-10-2025 07:17:58 PM","54","Information","Local multi-user session manager received system shutdown message"
"30-10-2025 07:17:24 PM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"30-10-2025 07:16:00 PM","54","Information","Local multi-user session manager received system shutdown message"
"30-10-2025 07:16:00 PM","23","Information","Remote Desktop Services: Session logoff succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"30-10-2025 07:15:47 PM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 2"
"30-10-2025 07:15:47 PM","25","Information","Remote Desktop Services: Session reconnection succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"30-10-2025 07:15:47 PM","40","Information","Session 1 has been disconnected, reason code 5"
"30-10-2025 07:15:47 PM","40","Information","Session 2 has been disconnected, reason code 0"
"30-10-2025 07:15:47 PM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 2"
"30-10-2025 07:15:45 PM","24","Information","Remote Desktop Services: Session has been disconnected:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"30-10-2025 07:15:45 PM","40","Information","Session 1 has been disconnected, reason code 11"
"30-10-2025 07:15:45 PM","39","Information","Session 1 has been disconnected by session 1"
