"Name","LastWriteTime","FullName"
"https--docs.google.com-spreadsheets-d-1AF-GA-voLU6NRTtZPSXcBpKg7vg4T2qRzB0EVo2YkPE-editgid=897496004.lnk","27-09-2025 03:44:17 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1AF-GA-voLU6NRTtZPSXcBpKg7vg4T2qRzB0EVo2YkPE-editgid=897496004.lnk"
"https--docs.google.com-spreadsheets-d-1AkKppkLDk_m5FountA-ZzKzWkZkRzgySkzzQT3qe7L0-editgid=813524649.lnk","10-01-2025 02:23:01 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1AkKppkLDk_m5FountA-ZzKzWkZkRzgySkzzQT3qe7L0-editgid=813524649.lnk"
"https--docs.google.com-spreadsheets-d-1cBOBoKc6-2apd1rtkzXkmQaatEtL7nCT567vbNLfXcY-editgid=269678579.lnk","19-06-2025 04:43:22 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1cBOBoKc6-2apd1rtkzXkmQaatEtL7nCT567vbNLfXcY-editgid=269678579.lnk"
"https--docs.google.com-spreadsheets-d-1dGh6GA84NDbGzrNf0m9agO2XX8Gr0EczkKtF5usH-qc-editgid=0.lnk","27-03-2025 02:53:45 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1dGh6GA84NDbGzrNf0m9agO2XX8Gr0EczkKtF5usH-qc-editgid=0.lnk"
"https--docs.google.com-spreadsheets-d-1evGWhrZONi1g2t2-HmRyqt_TeauvDfPB1wa5MyVL8es-editgid=760961878.lnk","25-10-2025 04:49:52 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1evGWhrZONi1g2t2-HmRyqt_TeauvDfPB1wa5MyVL8es-editgid=760961878.lnk"
"https--docs.google.com-spreadsheets-d-1f5uJFOjmp1uZAhwpbRD6hh_8AyjTJIVRRuJBHsU9Gw8-editpli=1&gid=0.lnk","09-01-2025 03:38:49 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1f5uJFOjmp1uZAhwpbRD6hh_8AyjTJIVRRuJBHsU9Gw8-editpli=1&gid=0.lnk"
"https--docs.google.com-spreadsheets-d-1GmbClFXlE7_1RsY92AnrbOa05Vk1yxm3OPHqHMslzHU-editgid=0.lnk","11-10-2025 05:35:44 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1GmbClFXlE7_1RsY92AnrbOa05Vk1yxm3OPHqHMslzHU-editgid=0.lnk"
"https--docs.google.com-spreadsheets-d-1H78DAaqL4s3FQaoymXH3F9PTJqdreGULUwCOI55TAeU-editgid=216235955.lnk","07-10-2025 03:36:59 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1H78DAaqL4s3FQaoymXH3F9PTJqdreGULUwCOI55TAeU-editgid=216235955.lnk"
"https--docs.google.com-spreadsheets-d-1iUGZLpYERvBhec5NvWOhw5htr0IFIroRTd4g2dZCiN4-editgid=813524649.lnk","15-09-2025 03:49:00 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1iUGZLpYERvBhec5NvWOhw5htr0IFIroRTd4g2dZCiN4-editgid=813524649.lnk"
"https--docs.google.com-spreadsheets-d-1j-C2VlaDIY5IvzqTTOczu5gGzwJ_G61AgpNzMRwenEc-editgid=0 (2).lnk","26-07-2025 01:09:17 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1j-C2VlaDIY5IvzqTTOczu5gGzwJ_G61AgpNzMRwenEc-editgid=0 (2).lnk"
"https--docs.google.com-spreadsheets-d-1j-C2VlaDIY5IvzqTTOczu5gGzwJ_G61AgpNzMRwenEc-editgid=0.lnk","24-01-2025 12:35:08 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1j-C2VlaDIY5IvzqTTOczu5gGzwJ_G61AgpNzMRwenEc-editgid=0.lnk"
"https--docs.google.com-spreadsheets-d-1j-C2VlaDIY5IvzqTTOczu5gGzwJ_G61AgpNzMRwenEc-editgid=434291723.lnk","27-05-2025 11:00:11 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1j-C2VlaDIY5IvzqTTOczu5gGzwJ_G61AgpNzMRwenEc-editgid=434291723.lnk"
"https--docs.google.com-spreadsheets-d-1LMM6uY3BoCZupym0xTP56BM4tvIaApA7BqYfIVbKHEY-editgid=0.lnk","22-11-2024 11:46:54 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1LMM6uY3BoCZupym0xTP56BM4tvIaApA7BqYfIVbKHEY-editgid=0.lnk"
"https--docs.google.com-spreadsheets-d-1LqrbrzyJlMTPrWoLfudpherxSb6jXqklY5vDaW5ZqKA-editgid=1214475789.lnk","18-02-2025 03:04:31 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1LqrbrzyJlMTPrWoLfudpherxSb6jXqklY5vDaW5ZqKA-editgid=1214475789.lnk"
"https--docs.google.com-spreadsheets-d-1MPKWCx7q4uTafPbN2F_zZXZwpHBw9Q-IHNgc8HuN1oM-editusp=sharing.lnk","09-10-2025 03:16:14 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1MPKWCx7q4uTafPbN2F_zZXZwpHBw9Q-IHNgc8HuN1oM-editusp=sharing.lnk"
"https--docs.google.com-spreadsheets-d-1mv7ga64jeJDPjr15C6v_R_7muTGHSI_IRj1SW3E1rt0-editpli=1&gid=836601075.lnk","07-01-2025 04:29:58 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1mv7ga64jeJDPjr15C6v_R_7muTGHSI_IRj1SW3E1rt0-editpli=1&gid=836601075.lnk"
"https--docs.google.com-spreadsheets-d-1NnKLCDHl8H6C4nLe8XvuR2h47s15jYdO8MV_QaOma-g-editgid=5406564.lnk","15-07-2025 03:51:49 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1NnKLCDHl8H6C4nLe8XvuR2h47s15jYdO8MV_QaOma-g-editgid=5406564.lnk"
"https--docs.google.com-spreadsheets-d-1OCEUI0VxLYZjrVkrO5Gx47cFYZ6GnGfvdOXPWejKtDo-editusp=sharing.lnk","13-11-2024 12:10:02 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1OCEUI0VxLYZjrVkrO5Gx47cFYZ6GnGfvdOXPWejKtDo-editusp=sharing.lnk"
"https--docs.google.com-spreadsheets-d-1ouLxQMQYfBeF3CFMd86hy-pYkEtSpD7Q6dZmw_2E0M8-editgid=708133169.lnk","03-10-2025 11:06:17 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1ouLxQMQYfBeF3CFMd86hy-pYkEtSpD7Q6dZmw_2E0M8-editgid=708133169.lnk"
"https--docs.google.com-spreadsheets-d-1ouLxQMQYfBeF3CFMd86hy-pYkEtSpD7Q6dZmw_2E0M8-editpli=1&gid=1286033497.lnk","30-10-2025 02:08:32 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1ouLxQMQYfBeF3CFMd86hy-pYkEtSpD7Q6dZmw_2E0M8-editpli=1&gid=1286033497.lnk"
"https--docs.google.com-spreadsheets-d-1q0L3Pt1XVXBJD5Nn03XJ7ciV66Js2fpsCoilc385Hfs-editgid=0.lnk","25-04-2025 03:58:18 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1q0L3Pt1XVXBJD5Nn03XJ7ciV66Js2fpsCoilc385Hfs-editgid=0.lnk"
"https--docs.google.com-spreadsheets-d-1QwAKk_wqqooNfFXTH6kDsv1PGMcOOF1p60JXxuxmP8M-editusp=sharing.lnk","03-09-2025 03:26:31 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1QwAKk_wqqooNfFXTH6kDsv1PGMcOOF1p60JXxuxmP8M-editusp=sharing.lnk"
"https--docs.google.com-spreadsheets-d-1rGjO_lZDFDRqQcKe5-0J8aWZphCZoZ1QOSzQ9ZDslZ0-editgid=563015096.lnk","17-06-2025 05:58:06 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1rGjO_lZDFDRqQcKe5-0J8aWZphCZoZ1QOSzQ9ZDslZ0-editgid=563015096.lnk"
"https--docs.google.com-spreadsheets-d-1RuHZ4-o6xJPjwKRWAxrONMHVkof6Yv243Oiy0ZK0k_E-editusp=sharing.lnk","20-03-2025 11:42:06 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1RuHZ4-o6xJPjwKRWAxrONMHVkof6Yv243Oiy0ZK0k_E-editusp=sharing.lnk"
"https--docs.google.com-spreadsheets-d-1t0shkxU3hNRwa3mAFqaIzWZkPYPjQQvJU8f6DSI2vPE-editgid=163809386.lnk","06-09-2025 01:16:19 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1t0shkxU3hNRwa3mAFqaIzWZkPYPjQQvJU8f6DSI2vPE-editgid=163809386.lnk"
"https--docs.google.com-spreadsheets-d-1t0shkxU3hNRwa3mAFqaIzWZkPYPjQQvJU8f6DSI2vPE-editgid=482641851.lnk","21-07-2025 11:06:14 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1t0shkxU3hNRwa3mAFqaIzWZkPYPjQQvJU8f6DSI2vPE-editgid=482641851.lnk"
"https--docs.google.com-spreadsheets-d-1TdLpmNYobsdfmVZ1jFGnZJkz3wb2gv8ZvzX0F4e_57k-editpli=1&gid=0.lnk","13-05-2025 12:21:29 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1TdLpmNYobsdfmVZ1jFGnZJkz3wb2gv8ZvzX0F4e_57k-editpli=1&gid=0.lnk"
"https--docs.google.com-spreadsheets-d-1tHx5SobxguG6lI9XSQcd0Z-k63vsv3zP6idKN52zNSI-editgid=2137934681.lnk","22-08-2025 03:19:52 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1tHx5SobxguG6lI9XSQcd0Z-k63vsv3zP6idKN52zNSI-editgid=2137934681.lnk"
"https--docs.google.com-spreadsheets-d-1tzWb0jTVK97gdA5fmdtwY42PULXbl-vEfHjU95Kzve0-editgid=1943000145 (2).lnk","11-12-2024 05:08:37 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1tzWb0jTVK97gdA5fmdtwY42PULXbl-vEfHjU95Kzve0-editgid=1943000145 (2).lnk"
"https--docs.google.com-spreadsheets-d-1tzWb0jTVK97gdA5fmdtwY42PULXbl-vEfHjU95Kzve0-editgid=1943000145.lnk","11-12-2024 02:52:23 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1tzWb0jTVK97gdA5fmdtwY42PULXbl-vEfHjU95Kzve0-editgid=1943000145.lnk"
"https--docs.google.com-spreadsheets-d-1uecUaGmoSq-beK8eJN8g7uSeX1D1EBzouoo7vU2qXuE-editgid=818181890.lnk","11-03-2025 06:27:24 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1uecUaGmoSq-beK8eJN8g7uSeX1D1EBzouoo7vU2qXuE-editgid=818181890.lnk"
"https--docs.google.com-spreadsheets-d-1ukv1Kqg6ivvTAG0V0ID2LCqtiTG_s-ffdRNNrsft-OA-editgid=0.lnk","06-02-2025 01:15:40 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1ukv1Kqg6ivvTAG0V0ID2LCqtiTG_s-ffdRNNrsft-OA-editgid=0.lnk"
"https--docs.google.com-spreadsheets-d-1uUYl6ASZsgCVGmCowPa7mqqM11AmyBQANw2vWiCVw3E-editgid=2131728658.lnk","16-10-2025 03:02:03 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1uUYl6ASZsgCVGmCowPa7mqqM11AmyBQANw2vWiCVw3E-editgid=2131728658.lnk"
"https--docs.google.com-spreadsheets-d-1UxfiXJAaiNOUGnI67YziNmNnzYgKXIq1-editgid=1216048913.lnk","26-09-2025 05:02:05 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1UxfiXJAaiNOUGnI67YziNmNnzYgKXIq1-editgid=1216048913.lnk"
"https--docs.google.com-spreadsheets-d-1V399KltRsPkBzOJqhe255ZI39_F_YfmN49EeJLReALQ-editgid=0.lnk","12-08-2025 12:43:49 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1V399KltRsPkBzOJqhe255ZI39_F_YfmN49EeJLReALQ-editgid=0.lnk"
"https--docs.google.com-spreadsheets-d-1wVNwQxF8YAGIPecnppyytI925qBOlY-ljSYgTbeHjSw-editgid=1464817750.lnk","19-12-2024 04:06:17 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1wVNwQxF8YAGIPecnppyytI925qBOlY-ljSYgTbeHjSw-editgid=1464817750.lnk"
"https--docs.google.com-spreadsheets-d-1XR7ePL7aQSIRM-z54tMPGPyAQ0N3h1ytXmB2HUvSniQ-editgid=0.lnk","30-05-2025 10:00:14 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1XR7ePL7aQSIRM-z54tMPGPyAQ0N3h1ytXmB2HUvSniQ-editgid=0.lnk"
"https--docs.google.com-spreadsheets-d-1Yjg_JFosBGdTlzKnSf1h8cSPO3MgSalk2Z2GaS0jyf4-editgid=2139119853.lnk","21-12-2024 01:37:54 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1Yjg_JFosBGdTlzKnSf1h8cSPO3MgSalk2Z2GaS0jyf4-editgid=2139119853.lnk"
"https--docs.google.com-spreadsheets-d-1ZEPswqry4NjSTEpzzpW8qlk5b0ZM_PjSE4pyIrcFKi8-editgid=434291723.lnk","24-01-2025 12:35:20 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1ZEPswqry4NjSTEpzzpW8qlk5b0ZM_PjSE4pyIrcFKi8-editgid=434291723.lnk"
"https--docs.google.com-spreadsheets-d-1zMWnxv6J3rkBgZsAl3eJk--tjFLnH2Gp7CBzxZSaja4-editgid=1186521295 (2).lnk","09-10-2025 03:22:26 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1zMWnxv6J3rkBgZsAl3eJk--tjFLnH2Gp7CBzxZSaja4-editgid=1186521295 (2).lnk"
"https--docs.google.com-spreadsheets-d-1zMWnxv6J3rkBgZsAl3eJk--tjFLnH2Gp7CBzxZSaja4-editgid=1186521295.lnk","02-01-2025 12:24:53 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1zMWnxv6J3rkBgZsAl3eJk--tjFLnH2Gp7CBzxZSaja4-editgid=1186521295.lnk"
"https--docs.google.com-spreadsheets-d-1zqZCnxFeAD3GYHNkksF8zfvHYmVkRqYBaPIyKhGo7bY-editgid=0.lnk","27-08-2025 01:33:10 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1zqZCnxFeAD3GYHNkksF8zfvHYmVkRqYBaPIyKhGo7bY-editgid=0.lnk"
"https--docs.google.com-spreadsheets-d-1zzMQ3DIqPg27yuDf1P_yTHfSCLL11uUC-editgid=1085113624.lnk","04-07-2025 04:12:51 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--docs.google.com-spreadsheets-d-1zzMQ3DIqPg27yuDf1P_yTHfSCLL11uUC-editgid=1085113624.lnk"
"https--drive.google.com-drive-u-0-folders-1Fwj4ODxXhMDP3NNAr0WhdpZ6b_zmZlas.lnk","22-01-2025 12:50:05 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--drive.google.com-drive-u-0-folders-1Fwj4ODxXhMDP3NNAr0WhdpZ6b_zmZlas.lnk"
"https--forms.gle-t5YXUeVuzUmQShkW8.lnk","18-12-2024 02:11:51 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--forms.gle-t5YXUeVuzUmQShkW8.lnk"
"https--g.co-kgs-Wey71ed.lnk","25-08-2025 02:13:51 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--g.co-kgs-Wey71ed.lnk"
"https--go.microsoft.com-fwlink-linkid=2164376.lnk","17-09-2025 04:03:24 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--go.microsoft.com-fwlink-linkid=2164376.lnk"
"https--go.microsoft.com-fwlink-LinkID=2167150&WT.mc_id=cmmhha5tl6w.lnk","23-07-2025 11:48:57 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--go.microsoft.com-fwlink-LinkID=2167150&WT.mc_id=cmmhha5tl6w.lnk"
"https--go.microsoft.com-fwlink-p-linkid=2162530.lnk","12-01-2025 04:05:43 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--go.microsoft.com-fwlink-p-linkid=2162530.lnk"
"https--lp.kanan.co-sat-12-week-online-coaching-Vadodara-.lnk","17-10-2025 10:43:43 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--lp.kanan.co-sat-12-week-online-coaching-Vadodara-.lnk"
"https--meet.google.com-fib-pnvj-jxk.lnk","04-10-2025 12:01:34 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--meet.google.com-fib-pnvj-jxk.lnk"
"https--meet.google.com-hfd-bdrk-auu.lnk","07-01-2025 02:45:31 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--meet.google.com-hfd-bdrk-auu.lnk"
"https--meet.google.com-sza-gmff-svk.lnk","24-07-2025 12:39:26 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--meet.google.com-sza-gmff-svk.lnk"
"https--meet.google.com-unw-bpaf-ovj.lnk","24-01-2025 12:45:29 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--meet.google.com-unw-bpaf-ovj.lnk"
"https--meet.google.com-xhb-eygb-aka.lnk","17-06-2025 03:45:28 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--meet.google.com-xhb-eygb-aka.lnk"
"https--onedrive.live.com-id=root&qt=recyclebin.lnk","23-07-2025 11:48:16 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--onedrive.live.com-id=root&qt=recyclebin.lnk"
"https--sarathi.parivahan.gov.in-sarathiservice-upload_updateUrl.do.lnk","28-12-2024 02:34:03 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--sarathi.parivahan.gov.in-sarathiservice-upload_updateUrl.do.lnk"
"https--study-in-us-with-kanan.netlify.app-.lnk","17-10-2025 10:43:35 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--study-in-us-with-kanan.netlify.app-.lnk"
"https--u.st-f.in-ab058i.lnk","16-06-2025 04:44:50 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--u.st-f.in-ab058i.lnk"
"https--us06web.zoom.us-j-83093536889pwd=IC3A8vgkgAyZmT9d5RHWkh5JFXLo4y.1.lnk","21-07-2025 03:35:19 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--us06web.zoom.us-j-83093536889pwd=IC3A8vgkgAyZmT9d5RHWkh5JFXLo4y.1.lnk"
"https--us06web.zoom.us-j-83612056948pwd=bMDDsZMc8m572mg8woqswBPkZ1iLqV.1.lnk","15-07-2025 07:11:57 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--us06web.zoom.us-j-83612056948pwd=bMDDsZMc8m572mg8woqswBPkZ1iLqV.1.lnk"
"https--us06web.zoom.us-j-85614537287pwd=aEdsVTBRR2FMYndpbjF4SzBzakNaQT09.lnk","17-01-2025 10:56:35 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--us06web.zoom.us-j-85614537287pwd=aEdsVTBRR2FMYndpbjF4SzBzakNaQT09.lnk"
"https--us06web.zoom.us-j-86540244208pwd=tGNdNBroI2bbKNkaA5qnClNY6EO7Jg.1.lnk","24-09-2025 05:56:56 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--us06web.zoom.us-j-86540244208pwd=tGNdNBroI2bbKNkaA5qnClNY6EO7Jg.1.lnk"
"https--us06web.zoom.us-j-86850310273pwd=sAJOZYFkIFGRs24q936JlC6eb1uMUX.1.lnk","23-06-2025 07:02:06 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--us06web.zoom.us-j-86850310273pwd=sAJOZYFkIFGRs24q936JlC6eb1uMUX.1.lnk"
"https--us06web.zoom.us-j-89481236400pwd=gwDzbZCUYU6p0zxKhMu6q7jIJIHXot.1.lnk","25-06-2025 06:01:30 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--us06web.zoom.us-j-89481236400pwd=gwDzbZCUYU6p0zxKhMu6q7jIJIHXot.1.lnk"
"https--us06web.zoom.us-webinar-register-WN_3phzoewDRpGzanXwu5gJ2w.lnk","06-01-2025 12:19:06 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--us06web.zoom.us-webinar-register-WN_3phzoewDRpGzanXwu5gJ2w.lnk"
"https--www.appsheet.com-start-54745de5-e33e-4904-bfe2-785a0988859eplatform=desktop.lnk","03-12-2024 12:48:15 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--www.appsheet.com-start-54745de5-e33e-4904-bfe2-785a0988859eplatform=desktop.lnk"
"https--www.appsheet.com-start-f2cf42b6-4089-41bb-a136-a9513cb52e2eplatform=desktop.lnk","24-05-2025 06:39:15 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--www.appsheet.com-start-f2cf42b6-4089-41bb-a136-a9513cb52e2eplatform=desktop.lnk"
"https--www.instagram.com-p-DF-GTuzznS6-.lnk","13-02-2025 05:40:59 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--www.instagram.com-p-DF-GTuzznS6-.lnk"
"https--www.instagram.com-p-DKCfl2osDGc-igsh=MXByejY4NmNqZmQ3OQ==.lnk","09-06-2025 01:48:26 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--www.instagram.com-p-DKCfl2osDGc-igsh=MXByejY4NmNqZmQ3OQ==.lnk"
"https--www.instagram.com-reel-DD1WpDWuzcx-igsh=YnphYTkwYWQyZGQ=.lnk","21-12-2024 04:38:43 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--www.instagram.com-reel-DD1WpDWuzcx-igsh=YnphYTkwYWQyZGQ=.lnk"
"https--www.linkedin.com-in-hiralgohel1468utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app.lnk","25-09-2025 04:29:06 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--www.linkedin.com-in-hiralgohel1468utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app.lnk"
"https--www.linkedin.com-jobs-view-4300453266.lnk","24-09-2025 03:17:59 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--www.linkedin.com-jobs-view-4300453266.lnk"
"https--www.linkedin.com-pulse-2024-year-redefined-study-abroad-kanan-visa-insights-lemje.lnk","28-12-2024 07:02:55 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--www.linkedin.com-pulse-2024-year-redefined-study-abroad-kanan-visa-insights-lemje.lnk"
"https--www.way2fresher.com-job-salesforce-hiring-freshers-for-recruitment-of-software-engineer-amts-.lnk","21-12-2024 01:09:45 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\https--www.way2fresher.com-job-salesforce-hiring-freshers-for-recruitment-of-software-engineer-amts-.lnk"
"images.jpeg.lnk","24-10-2025 07:10:58 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\images.jpeg.lnk"
"Important files (2).lnk","23-07-2025 11:51:04 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Important files (2).lnk"
"Important files.lnk","21-01-2025 05:03:51 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Important files.lnk"
"Internship QR.lnk","17-01-2025 12:32:09 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Internship QR.lnk"
"Kananco-Powering-Global-Growth.pptx.lnk","16-07-2025 11:35:24 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Kananco-Powering-Global-Growth.pptx.lnk"
"Kanan_New_Logo.svg.lnk","30-10-2025 02:14:58 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Kanan_New_Logo.svg.lnk"
"Kanan_Original_New_Nov.png.lnk","15-09-2025 02:00:27 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\Kanan_Original_New_Nov.png.lnk"
"KR.xlsx.lnk","30-10-2025 01:48:48 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\KR.xlsx.lnk"
"KRA VIGILANCE.docx.lnk","30-10-2025 12:29:08 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\KRA VIGILANCE.docx.lnk"
"KRA VIGILANCE_Vishal Purabiya.docx.lnk","30-10-2025 12:29:05 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\KRA VIGILANCE_Vishal Purabiya.docx.lnk"
"KRA_Vigilance_Combined.xlsx.lnk","30-10-2025 02:00:57 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\KRA_Vigilance_Combined.xlsx.lnk"
"kritikaartworld-20250812-0005[1].jpg.lnk","11-10-2025 01:12:24 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\kritikaartworld-20250812-0005[1].jpg.lnk"
"kunal-mehta-2025-10-08T12_40_06.384Z-export.csv.lnk","08-10-2025 06:10:13 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\kunal-mehta-2025-10-08T12_40_06.384Z-export.csv.lnk"
"KYS (2).lnk","24-01-2025 07:45:48 PM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\KYS (2).lnk"
"LEARNING SESSIONS.lnk","22-07-2025 11:00:21 AM","C:\Users\Dell\AppData\Roaming\Microsoft\Windows\Recent\LEARNING SESSIONS.lnk"
