"FullName","Name","LastWriteTime","Length","StartupFolder"
"C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup\AnyDesk.lnk","AnyDesk.lnk","14-11-2024 05:47:10 PM","1997","C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup"
