"Browser","Profile","ExtensionId","Name","Version"
"Chrome","Profile 17","efaidnbmnnnibpcajpcglclefindmkaj","__MSG_web2pdfExtnName__","25.10.1.0"
"Chrome","Profile 17","ghbmnnjooekpmoecnnnilnnbdlolhkhi","__MSG_extName__","1.97.1"
"Chrome","Profile 17","ljglajjnnkapghbckkcmodicjhacbfhk","__MSG_appName__","2.55.0.31"
"Chrome","Profile 17","nmmhkkegccagdldgiimedpiccmgmieda","__MSG_APP_NAME__","1.0.0.6"
