"Name","DisplayName","Enabled","Action","Direction","Profile","Program"
"FPS-ICMP4-ERQ-Out_1","File and Printer Sharing (Echo Request - ICMPv4-Out)","False","Allow","Outbound","Private",
"FPS-NB_Name-Out-UDP-NoScope","File and Printer Sharing (NB-Name-Out)","False","Allow","Outbound","Domain",
"FPS-SMB-Out-TCP","File and Printer Sharing (SMB-Out)","True","Allow","Outbound","Public",
"FPS-SMB-Out-TCP_1","File and Printer Sharing (SMB-Out)","False","Allow","Outbound","Private",
"FPS-ICMP4-ERQ-Out-NoScope","File and Printer Sharing (Echo Request - ICMPv4-Out)","False","Allow","Outbound","Domain",
"FPS-SMB-Out-TCP-NoScope","File and Printer Sharing (SMB-Out)","False","Allow","Outbound","Domain",
"FPS-SMB-In-TCP-V2","File and Printer Sharing (Restrictive) (SMB-In)","True","Allow","Inbound","Public",
"FPS-SMB-In-TCP-V2_1","File and Printer Sharing (Restrictive) (SMB-In)","False","Allow","Inbound","Domain, Private",
"FPS-SpoolWorker-In-TCP","File and Printer Sharing (Spooler Service Worker - RPC)","False","Allow","Inbound","Private, Public",
"FPS-NB_Datagram-In-UDP-NoScope","File and Printer Sharing (NB-Datagram-In)","False","Allow","Inbound","Domain",
"FPS-NB_Name-In-UDP","File and Printer Sharing (NB-Name-In)","True","Allow","Inbound","Public",
"FPS-NB_Name-In-UDP_1","File and Printer Sharing (NB-Name-In)","False","Allow","Inbound","Private",
"FPS-NB_Session-Out-TCP","File and Printer Sharing (NB-Session-Out)","True","Allow","Outbound","Public",
"FPS-NB_Session-Out-TCP_1","File and Printer Sharing (NB-Session-Out)","False","Allow","Outbound","Private",
"FPS-LLMNR-In-UDP-V2","File and Printer Sharing (Restrictive) (LLMNR-UDP-In)","True","Allow","Inbound","Public",
"FPS-LLMNR-In-UDP-V2_1","File and Printer Sharing (Restrictive) (LLMNR-UDP-In)","False","Allow","Inbound","Domain, Private",
"FPS-LLMNR-Out-UDP-V2","File and Printer Sharing (Restrictive) (LLMNR-UDP-Out)","True","Allow","Outbound","Public",
"FPS-LLMNR-Out-UDP-V2_1","File and Printer Sharing (Restrictive) (LLMNR-UDP-Out)","False","Allow","Outbound","Domain, Private",
"FPS-RPCSS-In-TCP","File and Printer Sharing (Spooler Service - RPC-EPMAP)","True","Allow","Inbound","Public",
"FPS-RPCSS-In-TCP_1","File and Printer Sharing (Spooler Service - RPC-EPMAP)","False","Allow","Inbound","Private",
"FPS-ICMP6-ERQ-Out","File and Printer Sharing (Echo Request - ICMPv6-Out)","True","Allow","Outbound","Public",
"FPS-ICMP6-ERQ-Out_1","File and Printer Sharing (Echo Request - ICMPv6-Out)","False","Allow","Outbound","Private",
"FPS-NB_Name-In-UDP-NoScope","File and Printer Sharing (NB-Name-In)","False","Allow","Inbound","Domain",
"FPS-SpoolSvc-In-TCP-V2","File and Printer Sharing (Restrictive) (Spooler Service - RPC)","True","Allow","Inbound","Public",
"FPS-SpoolSvc-In-TCP-V2_1","File and Printer Sharing (Restrictive) (Spooler Service - RPC)","False","Allow","Inbound","Domain, Private",
"FPS-NB_Session-In-TCP","File and Printer Sharing (NB-Session-In)","True","Allow","Inbound","Public",
"FPS-NB_Session-In-TCP_1","File and Printer Sharing (NB-Session-In)","False","Allow","Inbound","Private",
"FPS-ICMP4-ERQ-In","File and Printer Sharing (Echo Request - ICMPv4-In)","True","Allow","Inbound","Public",
"FPS-ICMP4-ERQ-In_1","File and Printer Sharing (Echo Request - ICMPv4-In)","False","Allow","Inbound","Private",
"FPS-SpoolWorker-In-TCP-V2","File and Printer Sharing (Restrictive) (Spooler Service Worker - RPC)","False","Allow","Inbound","Domain, Private",
"FPS-SMB-In-TCP","File and Printer Sharing (SMB-In)","True","Allow","Inbound","Public",
"FPS-SMB-In-TCP_1","File and Printer Sharing (SMB-In)","False","Allow","Inbound","Private",
"FPS-SMB-Out-TCP-V2","File and Printer Sharing (Restrictive) (SMB-Out)","True","Allow","Outbound","Public",
"FPS-SMB-Out-TCP-V2_1","File and Printer Sharing (Restrictive) (SMB-Out)","False","Allow","Outbound","Domain, Private",
"FPS-SMB-In-TCP-NoScope","File and Printer Sharing (SMB-In)","False","Allow","Inbound","Domain",
"FPS-ICMP6-ERQ-Out-NoScope","File and Printer Sharing (Echo Request - ICMPv6-Out)","False","Allow","Outbound","Domain",
"FPS-SpoolWorker-In-TCP-NoScope","File and Printer Sharing (Spooler Service Worker - RPC)","False","Allow","Inbound","Domain",
"FPS-ICMP4-ERQ-In-V2","File and Printer Sharing (Restrictive) (Echo Request - ICMPv4-In)","True","Allow","Inbound","Public",
"FPS-ICMP4-ERQ-In-V2_1","File and Printer Sharing (Restrictive) (Echo Request - ICMPv4-In)","False","Allow","Inbound","Domain, Private",
"FPS-NB_Datagram-Out-UDP","File and Printer Sharing (NB-Datagram-Out)","True","Allow","Outbound","Public",
"FPS-NB_Datagram-Out-UDP_1","File and Printer Sharing (NB-Datagram-Out)","False","Allow","Outbound","Private",
"FPS-NB_Session-Out-TCP-NoScope","File and Printer Sharing (NB-Session-Out)","False","Allow","Outbound","Domain",
"FPS-ICMP6-ERQ-In","File and Printer Sharing (Echo Request - ICMPv6-In)","True","Allow","Inbound","Public",
"FPS-ICMP6-ERQ-In_1","File and Printer Sharing (Echo Request - ICMPv6-In)","False","Allow","Inbound","Private",
"FPS-ICMP4-ERQ-Out-V2","File and Printer Sharing (Restrictive) (Echo Request - ICMPv4-Out)","True","Allow","Outbound","Public",
"FPS-ICMP4-ERQ-Out-V2_1","File and Printer Sharing (Restrictive) (Echo Request - ICMPv4-Out)","False","Allow","Outbound","Domain, Private",
"FPS-RPCSS-In-TCP-V2","File and Printer Sharing (Restrictive) (Spooler Service - RPC-EPMAP)","True","Allow","Inbound","Public",
"FPS-RPCSS-In-TCP-V2_1","File and Printer Sharing (Restrictive) (Spooler Service - RPC-EPMAP)","False","Allow","Inbound","Domain, Private",
"FPS-ICMP6-ERQ-In-NoScope","File and Printer Sharing (Echo Request - ICMPv6-In)","False","Allow","Inbound","Domain",
"FPS-NB_Name-Out-UDP","File and Printer Sharing (NB-Name-Out)","True","Allow","Outbound","Public",
"FPS-NB_Name-Out-UDP_1","File and Printer Sharing (NB-Name-Out)","False","Allow","Outbound","Private",
"FPS-NB_Datagram-In-UDP","File and Printer Sharing (NB-Datagram-In)","True","Allow","Inbound","Public",
"FPS-NB_Datagram-In-UDP_1","File and Printer Sharing (NB-Datagram-In)","False","Allow","Inbound","Private",
"FPS-ICMP4-ERQ-In-NoScope","File and Printer Sharing (Echo Request - ICMPv4-In)","False","Allow","Inbound","Domain",
"FPS-LLMNR-In-UDP","File and Printer Sharing (LLMNR-UDP-In)","True","Allow","Inbound","Public",
"FPS-LLMNR-In-UDP_1","File and Printer Sharing (LLMNR-UDP-In)","False","Allow","Inbound","Domain, Private",
"FPS-LLMNR-Out-UDP","File and Printer Sharing (LLMNR-UDP-Out)","True","Allow","Outbound","Public",
"FPS-LLMNR-Out-UDP_1","File and Printer Sharing (LLMNR-UDP-Out)","False","Allow","Outbound","Domain, Private",
"FPS-ICMP6-ERQ-In-V2","File and Printer Sharing (Restrictive) (Echo Request - ICMPv6-In)","True","Allow","Inbound","Public",
"FPS-ICMP6-ERQ-In-V2_1","File and Printer Sharing (Restrictive) (Echo Request - ICMPv6-In)","False","Allow","Inbound","Domain, Private",
"{C3B009C9-2035-46CE-8FCC-DDCA59EFC189}","File and Printer Sharing (Restrictive) (Spooler Service Worker - RPC)","True","Allow","Inbound","Public",
"EducationTerra.MasterOfTypingProf_aew2w7wqb3wmj-Out-Allow-AllCapabilities","Type Master Pro","True","Allow","Outbound","Domain, Private, Public",
"EducationTerra.MasterOfTypingProf_aew2w7wqb3wmj-In-Allow-ServerCapability","Type Master Pro","True","Allow","Inbound","Domain, Private, Public",
"microsoft.windowscommunicationsapps_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Mail and Calendar","True","Allow","Outbound","Domain, Private, Public",
"microsoft.windowscommunicationsapps_8wekyb3d8bbwe-In-Allow-ServerCapability","Mail and Calendar","True","Allow","Inbound","Domain, Private, Public",
"MicrosoftWindows.LKG.AccountsService_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.AccountsService_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.AccountsService/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.LKG.DesktopSpotlight_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.DesktopSpotlight_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.DesktopSpotlight/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.LKG.DesktopSpotlight_cw5n1h2txyewy-In-Allow-ServerCapability","@{MicrosoftWindows.LKG.DesktopSpotlight_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.DesktopSpotlight/Resources/ProductPkgDisplayName}","True","Allow","Inbound","Domain, Private",
"MicrosoftWindows.LKG.IrisService_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.IrisService_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.IrisService/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.LKG.RulesEngine_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.RulesEngine_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.RulesEngine/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.LKG.SpeechRuntime_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.SpeechRuntime_1000.26100.3775.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.SpeechRuntime/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy-Out-Allow-AllCapabilities","Captive Portal Flow","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.55182690.Taskbar_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.55182690.Taskbar_1000.26100.4061.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.55182690.Taskbar/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.LKG.TwinSxS_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.LKG.TwinSxS_1000.26100.4061.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.LKG.TwinSxS/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.Todos_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Microsoft To Do","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.Todos_8wekyb3d8bbwe-In-Allow-ServerCapability","Microsoft To Do","True","Allow","Inbound","Domain, Private",
"{C7738885-726D-4CC9-812D-D1BB7D0607B0}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{CBB39FC9-8A83-41A5-ACB0-825AE69535F4}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{FB8FFDA2-7601-406B-8571-06B76C60D9CD}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{EED3BD6D-DC3B-439C-8F2F-B48DFD2AE444}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{32D52AEA-C9B5-49D7-A6A3-4F8FD8BCAFF6}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{AF056009-82F9-4913-BF76-41F4F3B364B3}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{8A1F6932-14BE-441A-A38B-51899C526BC5}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{EA916268-F565-477D-B50C-412108BA8E4A}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{C227B272-9489-464B-9475-126F2E1CFFE7}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{BB2E27D9-4A2B-42C7-B1A3-24BD77645CC4}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{F944231F-5A92-42F6-817F-F247D43F271F}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{81D16DBA-472A-4EB2-A8B4-E9A6DFCD505F}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{25A2FC4B-61F3-48D9-A568-3DAD1D8D3319}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{BFA4A299-6229-4199-BB87-5CBF93AF6E5F}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{01E9BA7D-C644-4985-84A0-3E058A27B05C}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{9EF363E3-B29F-4C0C-B862-28FFDD83FC1A}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"Microsoft.LockApp_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Default Lock Screen","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.WindowsCamera_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Camera","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.WindowsCamera_8wekyb3d8bbwe-In-Allow-ServerCapability","Windows Camera","True","Allow","Inbound","Domain, Private",
"{E593E38B-CC4E-4555-987A-C65730CA9FAC}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{78ED3658-3144-4D20-BDF7-02022C4EE602}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{3B5CD6ED-ED25-407F-9C3D-A3034A2EFF19}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{A972E494-03CE-426E-8D35-D79FBE84CD4D}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{F150E07B-B268-4787-B222-B61B5E130244}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{390CA56B-4608-4C9D-A016-6DF6B1D82074}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{3607BC50-171E-4FF7-BEA0-4B9EA0AEE6DB}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{AAF24464-629A-4AAB-86A9-1CA4F39A8166}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{A062844F-14E2-4B16-86FE-CDF79D74C3A2}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{A4AC7BE6-625F-422F-A1FF-32D396C950A5}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{B87B8D5D-63B1-4FE0-803F-C81E58448CD2}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{1DC66CFB-1B81-409E-88B4-D5E85F4AEF0C}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{3400BDBA-8A74-4533-92AD-E2AF111F50EC}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{CD1BF25D-4F84-4C24-88CC-5BFF2D204EE6}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{8AE895CE-BB13-4187-A72F-E9973B5F180C}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{58AF3C12-0EC6-4996-82CF-C28E651E6852}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{6649CE58-BBF2-4AB6-BE9D-FB60FED140BD}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{59CEBDA3-EEA6-4CC6-A82D-CED793BFAF93}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{5B59D3C1-1F23-4C8D-BF48-101DD1555F41}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{F636C316-B982-4F30-9504-66C9806AE4EA}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{F3EC46B7-1E88-4C1A-BCBE-597F09A41DB0}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{EB4E90A7-F6B1-4D7A-BAFC-7CD8D96D3BE0}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{9C8A6E29-10A8-497C-B6CF-9286B78DF137}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{EFC7E1F8-2AC4-4F1A-AEE7-EF5844E1C9FE}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{CC2E94D9-63EC-4063-B5BA-CDC3E1D4D89F}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{B335B884-FCAF-48BF-A3E8-1B0E6C082584}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{E065A6E3-4C09-4795-A6C3-BDC3829EB93F}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{16F58B9C-A483-4DE2-AFBE-0E0559EADD8C}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{81B04967-030E-4144-83DE-10154D1086B6}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{A6153A35-E299-4AF1-BDB3-1D5CD9083442}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{917CC628-45DE-4B61-BA62-FD0844F325AF}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{EE16BBAA-F12D-4DDE-9E73-D50D7C12FBB0}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy-Out-Allow-AllCapabilities","Start","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy-In-Allow-ServerCapability","Start","True","Allow","Inbound","Domain, Private",
"MicrosoftWindows.Client.FileExp_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.Client.Photon_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Feature Experience Pack","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.Client.Photon_cw5n1h2txyewy-In-Allow-ServerCapability","Windows Feature Experience Pack","True","Allow","Inbound","Domain, Private",
"TCP Query User{EA64BC0D-20C9-4A51-88B6-B1DDB322E863}C:\program files\windowsapps\openai.chatgpt-desktop_1.2025.202.0_x64__2p2nqsd0c76g0\app\chatgpt.exe","ChatGPT","True","Allow","Inbound","Public",
"UDP Query User{CEF5B753-BE3A-42E7-92F6-C23307E94AB2}C:\program files\windowsapps\openai.chatgpt-desktop_1.2025.202.0_x64__2p2nqsd0c76g0\app\chatgpt.exe","ChatGPT","True","Allow","Inbound","Public",
"MicrosoftWindows.56978801.Voiess_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.56978801.Voiess_1000.26100.4946.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.56978801.Voiess/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.57058570.Speion_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.57058570.Speion_1000.26100.4946.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.57058570.Speion/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.57074904.InpApp_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.57074904.InpApp_1000.26100.4946.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.57074904.InpApp/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"MicrosoftWindows.57074914.Livtop_cw5n1h2txyewy-Out-Allow-AllCapabilities","@{MicrosoftWindows.57074914.Livtop_1000.26100.4946.0_x64__cw5n1h2txyewy?ms-resource://MicrosoftWindows.57074914.Livtop/Resources/ProductPkgDisplayName}","True","Allow","Outbound","Domain, Private, Public",
"{150B9FB5-240D-47B5-B2E4-66853CC12FBB}","Microsoft Office Outlook","True","Allow","Inbound","Public",
"TCP Query User{21B7BE39-08E8-4EA6-9840-DC92B00D2C08}C:\program files\windowsapps\openai.chatgpt-desktop_1.2025.224.0_x64__2p2nqsd0c76g0\app\chatgpt.exe","ChatGPT","True","Block","Inbound","Public",
"UDP Query User{A27218F8-87BD-4695-92E3-565ABC4ED6FA}C:\program files\windowsapps\openai.chatgpt-desktop_1.2025.224.0_x64__2p2nqsd0c76g0\app\chatgpt.exe","ChatGPT","True","Block","Inbound","Public",
"Microsoft.WidgetsPlatformRuntime_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Widgets Platform Runtime","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.WindowsAlarms_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Windows Clock","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.WindowsAlarms_8wekyb3d8bbwe-In-Allow-ServerCapability","Windows Clock","True","Allow","Inbound","Domain, Private",
"AD2F1837.HPPrinterControl_v10z8vjag6ke6-Out-Allow-AllCapabilities","HP Smart","True","Allow","Outbound","Domain, Private, Public",
"AD2F1837.HPPrinterControl_v10z8vjag6ke6-In-Allow-ServerCapability","HP Smart","True","Allow","Inbound","Domain, Private, Public",
"{F8B1BF95-C240-4F10-A74B-2D2FA4B08201}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{EA05BF0A-7FC6-4EF5-B81C-A4A629B5C99E}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{E02D9169-C911-46A8-AE31-ED2A2FA25CB3}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{3F569C72-435D-4D1D-B5C3-21DFFD29A0B4}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{A806E7B2-2080-4903-8BCC-CFA9AE3A4C7E}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{DBB77C78-536B-42FF-8988-F77998F6C700}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{BA810333-A27F-4AEB-BD94-1EFB57F94A0C}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{BD44ECB0-18D0-437B-B94C-24B077537216}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{D660216E-6CA0-4965-B563-840175452760}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{4189896F-98A8-4996-B741-E86391A85910}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{FD1C0A8C-47C0-435C-A1DB-2DABD2FCDA92}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{74D3DA60-5444-45A5-94DE-DCB01F45A27A}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{822F5F3D-930B-4DEF-8325-2BD7BD658A5D}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{22B7BA4E-AAA2-42E9-8F86-27096757799A}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{50D626D3-03FB-4FEC-9F56-EAA9AB7013F7}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{DBCEC2F6-45A8-419A-8ABF-B4952BAA156D}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"5319275A.WhatsAppDesktop_cv1g1gvanyjgm-Out-Allow-AllCapabilities","WhatsApp","True","Allow","Outbound","Domain, Private, Public",
"5319275A.WhatsAppDesktop_cv1g1gvanyjgm-In-Allow-ServerCapability","WhatsApp","True","Allow","Inbound","Domain, Private",
"Microsoft.ZuneVideo_8wekyb3d8bbwe-Out-Allow-AllCapabilities","Movies & TV","True","Allow","Outbound","Domain, Private, Public",
"Microsoft.ZuneVideo_8wekyb3d8bbwe-In-Allow-ServerCapability","Movies & TV","True","Allow","Inbound","Domain, Private",
"OpenAI.ChatGPT-Desktop_2p2nqsd0c76g0-Out-Allow-AllCapabilities","ChatGPT","True","Allow","Outbound","Domain, Private, Public",
"OpenAI.ChatGPT-Desktop_2p2nqsd0c76g0-In-Allow-ServerCapability","ChatGPT","True","Allow","Inbound","Domain, Private, Public",
"TCP Query User{6B0D041A-91ED-4A72-9A99-661EACDD7CBD}C:\program files\windowsapps\openai.chatgpt-desktop_1.2025.258.0_x64__2p2nqsd0c76g0\app\chatgpt.exe","ChatGPT","True","Allow","Inbound","Public",
"UDP Query User{E3D1A64A-9FDD-46D4-8874-5E250FE84865}C:\program files\windowsapps\openai.chatgpt-desktop_1.2025.258.0_x64__2p2nqsd0c76g0\app\chatgpt.exe","ChatGPT","True","Allow","Inbound","Public",
"{EE54A4F5-6B6C-4531-8210-F1686A108CFF}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{1280313B-B77F-42E8-AD46-29A88DE68F6F}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{22AAC8BA-9A0F-45C2-8136-7CCEACDB86C5}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{4AEFDCF0-2CD5-482A-A4FD-75E073FBB518}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{3A19F0EB-70CA-4E09-9792-660FF88924C1}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{CEB573E7-405B-4833-8A87-AFD55B4005CB}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{20C031E9-7665-4DA4-9DA2-5972B38DC022}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{0E976C96-85B0-4549-AD80-9FE89E833F74}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{F76F1BFE-4C44-482A-9C8C-ACD80B217FDB}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{F9B10DE1-A63C-4B54-8BDA-8A517E605EA0}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{CBC8A402-EEE4-49C6-BDDA-1B0CF80A8976}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Public",
"{43E05518-5B3F-4879-A083-45DECD315BCA}","ms-resource:ProductPkgDisplayName","True","Allow","Inbound","Private",
"{1072A5F3-8FDE-4786-8673-9F00EDE873EB}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{7E57DB1A-919D-4ACF-8DB7-AE379D874C88}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"{AD348E5B-2B78-41C9-B73D-8E859113AB32}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Public",
"{A8B5EF51-091D-46A1-8B57-1D0B2946F792}","ms-resource:ProductPkgDisplayName","True","Allow","Outbound","Private",
"Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy-Out-Allow-AllCapabilities","Windows Shell Experience","True","Allow","Outbound","Domain, Private",
"Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy-In-Allow-ServerCapability","Windows Shell Experience","True","Allow","Inbound","Domain, Private",
"TCP Query User{7B2F173A-2022-4B69-9A32-C83D71119737}C:\users\dell\appdata\local\powertoys\powertoys.mousewithoutborders.exe","powertoys.mousewithoutborders.exe","True","Allow","Inbound","Public",
"UDP Query User{479519D3-8F0E-48DE-AADE-C594EECAAAC3}C:\users\dell\appdata\local\powertoys\powertoys.mousewithoutborders.exe","powertoys.mousewithoutborders.exe","True","Allow","Inbound","Public",
