"Browser","Profile","ExtensionId","Name","Version"
"Chrome","Profile 12","efaidnbmnnnibpcajpcglclefindmkaj","__MSG_web2pdfExtnName__","25.10.1.0"
"Chrome","Profile 12","ghbmnnjooekpmoecnnnilnnbdlolhkhi","__MSG_extName__","1.97.1"
"Chrome","Profile 12","ljglajjnnkapghbckkcmodicjhacbfhk","__MSG_appName__","2.55.0.31"
"Chrome","Profile 12","nmmhkkegccagdldgiimedpiccmgmieda","__MSG_APP_NAME__","1.0.0.6"
"Chrome","Profile 12","pfaniejaodapjoapbebeolmpngaaiimj","__MSG_name__","2.0.0"
