"Browser","Profile","ExtensionId","Name","Version"
"Chrome","Profile 6","ghbmnnjooekpmoecnnnilnnbdlolhkhi","__MSG_extName__","1.97.1"
"Chrome","Profile 6","ljglajjnnkapghbckkcmodicjhacbfhk","__MSG_appName__","2.55.0.31"
"Chrome","Profile 6","nmmhkkegccagdldgiimedpiccmgmieda","__MSG_APP_NAME__","1.0.0.6"
