"Browser","Profile","ExtensionId","Name","Version"
"Chrome","Profile 16","efaidnbmnnnibpcajpcglclefindmkaj","__MSG_web2pdfExtnName__","25.9.2.0"
"Chrome","Profile 16","ghbmnnjooekpmoecnnnilnnbdlolhkhi","__MSG_extName__","1.96.1"
"Chrome","Profile 16","ljglajjnnkapghbckkcmodicjhacbfhk","__MSG_appName__","2.55.0.31"
"Chrome","Profile 16","nmmhkkegccagdldgiimedpiccmgmieda","__MSG_APP_NAME__","1.0.0.6"
